year,state,city,population,violent_crime,murder_and_non_negligent_man_slaughter,forcible_rape,robbery,aggravated_assault,property_crime,burglary,larceny_theft,motor_vehicle_theft,arson,crime_index_total,modified_crime_index_total
2000,CALIFORNIA,Atascadero,25380,,,5,7,122,,193,404,40,12,771,783
2000,CALIFORNIA,Atwater,25474,,,3,17,139,,302,377,53,8,891,899
2000,CALIFORNIA,Auburn,12732,,,8,6,26,,59,254,26,2,379,381
2000,CALIFORNIA,Avenal,11959,,1,2,4,24,,54,36,9,3,130,133
2000,CALIFORNIA,Azusa,43549,,2,13,48,82,,261,605,202,13,1213,1226
2000,CALIFORNIA,Bakersfield,227226,,23,25,283,385,,2304,6104,1155,135,10279,10414
2000,CALIFORNIA,Baldwin Park,74381,,7,16,125,154,,328,611,484,17,1725,1742
2000,CALIFORNIA,Banning,28257,,1,6,31,220,,355,202,92,,907,907
2000,CALIFORNIA,Barstow,24503,,2,9,44,116,,285,524,113,24,1093,1117
2000,CALIFORNIA,Beaumont,11997,,1,2,13,154,,134,313,67,,684,684
2000,CALIFORNIA,Bell,36105,,4,8,80,167,,235,167,230,3,891,894
2000,CALIFORNIA,Bellflower,65647,,5,14,181,236,,499,1056,491,29,2482,2511
2000,CALIFORNIA,Bell Gardens,45683,,3,5,135,234,,222,380,236,9,1215,1224
2000,CALIFORNIA,Belmont,26538,,,5,13,63,,129,229,41,1,480,481
2000,CALIFORNIA,Benicia,27833,,,6,14,31,,129,288,70,8,538,546
2000,CALIFORNIA,Berkeley,110693,,4,41,332,377,,1124,4889,921,43,7688,7731
2000,CALIFORNIA,Beverly Hills,33369,,1,7,66,49,,302,1012,93,1,1530,1531
2000,CALIFORNIA,Blythe,21572,,,2,17,147,,198,484,22,31,870,901
2000,CALIFORNIA,Brawley,23581,,1,,29,68,,179,418,73,10,768,778
2000,CALIFORNIA,Brea,36869,,,9,28,119,,279,881,138,5,1454,1459
2000,CALIFORNIA,Brentwood,20463,,,4,9,36,,106,404,46,11,605,616
2000,CALIFORNIA,Buena Park,76052,,,14,124,148,,326,985,431,10,2028,2038
2000,CALIFORNIA,Burbank,101210,,1,8,86,202,,420,1902,553,3,3172,3175
2000,CALIFORNIA,Burlingame,28660,,,8,23,33,,149,585,116,,914,914
2000,CALIFORNIA,Calabasas,18844,,,3,5,26,,62,149,23,3,268,271
2000,CALIFORNIA,Calexico,28550,,,3,31,31,,333,401,375,3,1174,1177
2000,CALIFORNIA,Camarillo,62287,,,11,20,53,,188,848,45,6,1165,1171
2000,CALIFORNIA,Campbell,39052,,,8,20,68,,127,745,56,9,1024,1033
2000,CALIFORNIA,Canyon Lake,10686,,,2,2,22,,45,124,22,1,217,218
2000,CALIFORNIA,Capitola,10787,,,2,11,49,,75,519,17,3,673,676
2000,CALIFORNIA,Carlsbad,78884,,1,5,44,129,,401,1251,224,7,2055,2062
2000,CALIFORNIA,Carpinteria,14493,,1,5,5,22,,54,123,10,,220,220
2000,CALIFORNIA,Carson,91042,,17,22,179,616,,552,1385,627,37,3398,3435
2000,CALIFORNIA,Cathedral City,40027,,2,6,50,208,,386,780,358,,1790,1790
2000,CALIFORNIA,Ceres,34086,,,10,28,141,,312,1506,268,4,2265,2269
2000,CALIFORNIA,Cerritos,55517,,2,6,119,76,,348,1331,472,16,2354,2370
2000,CALIFORNIA,Chico,53048,,1,35,62,94,,432,1210,236,83,2070,2153
2000,CALIFORNIA,Chino,67588,,,13,69,177,,310,1118,356,36,2043,2079
2000,CALIFORNIA,Chino Hills,60365,,2,3,28,46,,248,581,108,3,1016,1019
2000,CALIFORNIA,Chowchilla,14654,,,4,5,30,,89,215,24,7,367,374
2000,CALIFORNIA,Chula Vista,168529,,3,48,261,534,,1051,3588,1563,24,7048,7072
2000,CALIFORNIA,Claremont,35513,,,4,32,28,,232,686,45,8,1027,1035
2000,CALIFORNIA,Clayton,12386,,,,1,1,,49,83,10,,144,144
2000,CALIFORNIA,Clearlake,13258,,,8,18,68,,226,298,30,11,648,659
2000,CALIFORNIA,Clovis,67178,,,21,27,48,,583,1973,335,28,2987,3015
2000,CALIFORNIA,Coachella,23801,,4,5,33,171,,215,351,129,2,908,910
2000,CALIFORNIA,Coalinga,10005,,,5,8,24,,64,289,25,3,415,418
2000,CALIFORNIA,Colton,45391,,6,18,74,109,,360,917,383,17,1867,1884
2000,CALIFORNIA,Commerce,13518,,2,4,64,88,,178,588,412,18,1336,1354
2000,CALIFORNIA,Compton,94900,,45,38,544,898,,1098,1444,871,35,4938,4973
2000,CALIFORNIA,Concord,120475,,4,33,119,316,,695,3034,748,15,4949,4964
2000,CALIFORNIA,Corcoran,21076,,,3,4,29,,72,111,29,3,248,251
2000,CALIFORNIA,Corona,122215,,6,35,123,162,,700,2009,577,23,3612,3635
2000,CALIFORNIA,Coronado,28785,,,3,3,17,,116,244,47,3,430,433
2000,CALIFORNIA,Costa Mesa,106141,,2,22,72,179,,437,2266,484,10,3462,3472
2000,CALIFORNIA,Covina,45785,,,6,104,160,,351,1308,259,4,2188,2192
2000,CALIFORNIA,Cudahy,24378,,4,5,39,130,,76,219,133,3,606,609
2000,CALIFORNIA,Culver City,41017,,3,3,114,44,,201,988,231,1,1584,1585
2000,CALIFORNIA,Cupertino,46849,,1,14,24,65,,212,805,43,5,1164,1169
2000,CALIFORNIA,Cypress,49389,,,9,30,69,,213,560,131,6,1012,1018
2000,CALIFORNIA,Daly City,101381,,1,24,115,188,,158,1274,368,12,2128,2140
2000,CALIFORNIA,Dana Point,35348,,,7,17,45,,116,485,37,3,707,710
2000,CALIFORNIA,Danville,42023,,,5,9,32,,101,396,32,1,575,576
2000,CALIFORNIA,Davis,57571,,1,15,18,220,,152,1293,109,27,1808,1835
2000,CALIFORNIA,Delano,35854,,2,9,35,49,,239,1036,245,162,1615,1777
2000,CALIFORNIA,Desert Hot Springs,15437,,1,26,45,182,,488,494,101,,1337,1337
2000,CALIFORNIA,Diamond Bar,56182,,,4,32,82,,183,438,154,6,893,899
2000,CALIFORNIA,Dinuba,15652,,,3,27,123,,330,466,83,9,1032,1041
2000,CALIFORNIA,Dixon,15328,,,2,10,52,,45,245,36,4,390,394
2000,CALIFORNIA,Downey,96530,,4,11,177,148,,499,1430,810,33,3079,3112
2000,CALIFORNIA,Duarte,22704,,,8,31,69,,107,285,80,4,580,584
2000,CALIFORNIA,Dublin,31604,,1,3,8,81,,74,396,78,4,641,645
2000,CALIFORNIA,East Palo Alto,25452,,6,25,99,157,,359,428,215,,1289,1289
2000,CALIFORNIA,El Cajon,96651,,2,43,125,456,,723,1786,682,20,3817,3837
2000,CALIFORNIA,El Centro,40318,,1,4,50,303,,633,922,182,7,2095,2102
2000,CALIFORNIA,El Cerrito,24576,,,5,75,38,,169,685,229,7,1201,1208
2000,CALIFORNIA,El Monte,115359,,6,32,331,701,,492,1395,711,19,3668,3687
2000,CALIFORNIA,El Segundo,16576,,1,4,19,21,,162,469,95,,771,771
2000,CALIFORNIA,Encinitas,62606,,,7,31,136,,273,765,154,6,1366,1372
2000,CALIFORNIA,Escondido,125230,,5,35,144,485,,750,2878,802,26,5099,5125
2000,CALIFORNIA,Eureka,25637,,1,26,45,74,,443,1388,185,26,2162,2188
2000,CALIFORNIA,Fairfield,94278,,3,32,151,355,,598,2730,418,36,4287,4323
2000,CALIFORNIA,Fillmore,13717,,,4,7,49,,40,200,19,5,319,324
2000,CALIFORNIA,Folsom,48998,,,14,15,35,,447,605,95,13,1211,1224
2000,CALIFORNIA,Fontana,117400,,13,52,263,571,,873,1282,1013,33,4067,4100
2000,CALIFORNIA,Foster City,31027,,,2,14,10,,73,367,24,6,490,496
2000,CALIFORNIA,Fountain Valley,58530,,1,6,51,88,,252,1070,178,13,1646,1659
2000,CALIFORNIA,Fremont,213193,,3,27,108,249,,1025,3415,482,45,5309,5354
2000,CALIFORNIA,Fresno,413000,,24,161,1304,2354,,4514,18732,5779,464,32868,33332
2000,CALIFORNIA,Fullerton,125944,,3,20,126,163,,653,2655,478,22,4098,4120
2000,CALIFORNIA,Galt,17814,,1,4,7,46,,115,316,65,10,554,564
2000,CALIFORNIA,Gardena,56588,,3,14,376,268,,541,989,484,3,2675,2678
2000,CALIFORNIA,Garden Grove,156899,,4,45,255,422,,728,2895,791,38,5140,5178
2000,CALIFORNIA,Gilroy,39313,,6,18,36,244,,261,1000,111,13,1676,1689
2000,CALIFORNIA,Glendale,191000,,6,20,182,518,,896,2480,807,39,4909,4948
2000,CALIFORNIA,Glendora,51463,,2,5,28,51,,140,671,96,8,993,1001
2000,CALIFORNIA,Grand Terrace,12857,,,2,6,6,,81,138,57,,290,290
2000,CALIFORNIA,Grass Valley,10290,,,1,3,24,,52,268,55,2,403,405
2000,CALIFORNIA,Greenfield,10733,,2,1,27,44,,73,137,20,2,304,306
2000,CALIFORNIA,Grover Beach,12707,,,4,4,20,,68,206,20,1,322,323
2000,CALIFORNIA,Half Moon Bay,11140,,,,3,40,,83,122,12,3,260,263
2000,CALIFORNIA,Hanford,38648,,1,10,33,108,,300,1180,159,9,1791,1800
2000,CALIFORNIA,Hawaiian Gardens,14241,,4,1,55,90,,93,188,82,8,513,521
2000,CALIFORNIA,Hawthorne,75813,,8,22,346,896,,596,1272,599,17,3739,3756
2000,CALIFORNIA,Hayward,133926,,9,55,215,495,,664,3018,1211,44,5667,5711
2000,CALIFORNIA,Healdsburg,10847,,,,6,22,,102,169,16,5,315,320
2000,CALIFORNIA,Hemet,62027,,1,9,89,225,,949,1139,356,47,2768,2815
2000,CALIFORNIA,Hercules,20741,,,2,11,31,,68,231,128,2,471,473
2000,CALIFORNIA,Hermosa Beach,19276,,,6,13,38,,131,479,58,1,725,726
2000,CALIFORNIA,Hesperia,65385,,5,12,39,107,,387,1051,252,20,1853,1873
2000,CALIFORNIA,Highland,44167,,6,15,75,104,,338,726,247,17,1511,1528
2000,CALIFORNIA,Hillsborough,11722,,,,1,2,,20,38,2,,63,63
2000,CALIFORNIA,Hollister,32062,,2,4,19,271,,163,494,55,,1008,1008
2000,CALIFORNIA,Huntington Beach,203994,,,31,93,254,,959,2698,491,35,4526,4561
2000,CALIFORNIA,Huntington Park,60293,,2,19,425,168,,375,943,1077,22,3009,3031
2000,CALIFORNIA,Imperial Beach,29514,,1,3,41,111,,133,425,162,9,876,885
2000,CALIFORNIA,Indio,47793,,8,21,77,243,,565,830,490,,2234,2234
2000,CALIFORNIA,Inglewood,116097,,23,52,575,726,,803,1576,913,38,4668,4706
2000,CALIFORNIA,Irvine,145873,,1,20,53,147,,773,1925,289,23,3208,3231
2000,CALIFORNIA,La Canada/Flintridge,20328,,,,16,18,,107,166,13,3,320,323
2000,CALIFORNIA,Lafayette,25310,,,3,6,12,,103,350,35,,509,509
2000,CALIFORNIA,Laguna Beach,26129,,,6,6,49,,136,443,41,7,681,688
2000,CALIFORNIA,Laguna Hills,36450,,1,7,16,41,,140,555,67,7,827,834
2000,CALIFORNIA,Laguna Niguel,55778,,1,7,12,55,,227,529,55,5,886,891
2000,CALIFORNIA,La Habra,56146,,1,6,47,83,,227,920,191,23,1475,1498
2000,CALIFORNIA,Lake Elsinore,29576,,1,9,41,223,,319,563,204,5,1360,1365
2000,CALIFORNIA,Lake Forest,59103,,2,9,35,84,,194,765,107,5,1196,1201
2000,CALIFORNIA,Lakewood,78768,,4,11,148,203,,392,1546,497,9,2801,2810
2000,CALIFORNIA,La Mesa,57391,,2,15,97,104,,397,1141,330,9,2086,2095
2000,CALIFORNIA,La Mirada,46678,,1,12,40,105,,213,518,138,4,1027,1031
2000,CALIFORNIA,Lancaster,126679,,5,63,230,878,,1049,1674,424,63,4323,4386
2000,CALIFORNIA,La Palma,16905,,,2,22,21,,58,189,34,1,326,327
2000,CALIFORNIA,La Puente,39967,,10,10,63,225,,199,433,187,10,1127,1137
2000,CALIFORNIA,La Quinta,22403,,3,7,14,80,,303,536,91,4,1034,1038
2000,CALIFORNIA,La Verne,33572,,,6,18,70,,123,464,60,8,741,749
2000,CALIFORNIA,Lawndale,30125,,2,10,118,185,,213,318,152,4,998,1002
2000,CALIFORNIA,Lemon Grove,26696,,,10,56,95,,193,332,144,7,830,837
2000,CALIFORNIA,Lemoore,19111,,,5,12,27,,131,175,28,2,378,380
2000,CALIFORNIA,Lincoln,10277,,1,4,1,31,,83,218,32,2,370,372
2000,CALIFORNIA,Livermore,77170,,,12,35,85,,351,1091,164,13,1738,1751
2000,CALIFORNIA,Livingston,10465,,,4,5,55,,86,153,25,1,328,329
2000,CALIFORNIA,Lodi,58244,,,19,52,378,,367,1770,250,16,2836,2852
2000,CALIFORNIA,Loma Linda,23044,,3,8,13,26,,182,341,117,2,690,692
2000,CALIFORNIA,Lomita,20492,,,1,29,86,,126,244,64,5,550,555
2000,CALIFORNIA,Lompoc,42200,,2,13,31,97,,249,931,51,35,1374,1409
2000,CALIFORNIA,Long Beach,444563,,49,114,1519,1534,,3160,7714,3577,262,17667,17929
2000,CALIFORNIA,Los Alamitos,13106,,,2,15,14,,71,156,36,2,294,296
2000,CALIFORNIA,Los Altos,28353,,,,6,17,,104,189,13,8,329,337
2000,CALIFORNIA,Los Angeles,3713238,,550,1459,15527,32705,,24422,76235,29640,2345,180538,182883
2000,CALIFORNIA,Los Banos,22108,,,9,12,64,,120,374,57,,636,636
2000,CALIFORNIA,Los Gatos,29676,,,1,9,45,,146,456,28,14,685,699
2000,CALIFORNIA,Lynwood,65336,,12,28,276,607,,479,631,649,46,2682,2728
2000,CALIFORNIA,Madera,38203,,5,21,122,459,,438,1040,359,6,2444,2450
2000,CALIFORNIA,Malibu,13232,,,3,8,27,,87,189,25,1,339,340
2000,CALIFORNIA,Manhattan Beach,35646,,,4,36,30,,295,749,91,1,1205,1206
2000,CALIFORNIA,Manteca,50733,,2,16,42,144,,359,1138,248,21,1949,1970
2000,CALIFORNIA,Marina,17854,,,9,14,54,,132,236,26,4,471,475
2000,CALIFORNIA,Martinez,37282,,,3,16,30,,162,680,140,2,1031,1033
2000,CALIFORNIA,Marysville,11893,,,8,25,51,,135,469,123,,811,811
2000,CALIFORNIA,Maywood,29315,,7,2,62,53,,74,291,137,7,626,633
2000,CALIFORNIA,Menlo Park,31366,,,4,25,34,,143,544,39,3,789,792
2000,CALIFORNIA,Merced,61878,,3,25,106,284,,721,2624,327,38,4090,4128
2000,CALIFORNIA,Millbrae,22163,,,3,20,31,,48,224,39,1,365,366
2000,CALIFORNIA,Mill Valley,13023,,,,1,16,,53,216,19,1,305,306
2000,CALIFORNIA,Milpitas,62751,,1,19,64,164,,304,1307,188,5,2047,2052
2000,CALIFORNIA,Mission Viejo,100198,,,7,31,96,,272,957,70,6,1433,1439
2000,CALIFORNIA,Modesto,192379,,3,59,297,608,,1760,6706,1230,229,10663,10892
2000,CALIFORNIA,Monrovia,38706,,1,6,46,93,,169,697,162,4,1174,1178
2000,CALIFORNIA,Montclair,31344,,1,7,72,131,,268,1033,367,6,1879,1885
2000,CALIFORNIA,Montebello,62326,,3,14,122,194,,325,1009,537,38,2204,2242
2000,CALIFORNIA,Monterey,32501,,,13,31,151,,238,849,37,,1319,1319
2000,CALIFORNIA,Monterey Park,64442,,,4,96,81,,264,587,306,6,1338,1344
2000,CALIFORNIA,Moorpark,31133,,,3,8,42,,61,184,31,3,329,332
2000,CALIFORNIA,Moraga,17298,,1,2,3,5,,26,128,12,3,177,180
2000,CALIFORNIA,Moreno Valley,152159,,1,42,261,828,,1708,2637,825,19,6302,6321
2000,CALIFORNIA,Morgan Hill,32602,,,6,16,35,,151,783,68,7,1059,1066
2000,CALIFORNIA,Morro Bay,10215,,,3,,48,,38,121,13,3,223,226
2000,CALIFORNIA,Mountain View,73037,,2,9,43,307,,227,1569,158,22,2315,2337
2000,CALIFORNIA,Murrieta,32421,,,6,22,41,,191,442,115,4,817,821
2000,CALIFORNIA,Napa,69297,,1,22,31,153,,257,1157,121,31,1742,1773
2000,CALIFORNIA,National City,56496,,4,30,155,243,,466,1116,654,9,2668,2677
2000,CALIFORNIA,Newark,44575,,3,15,33,79,,257,1205,158,5,1750,1755
2000,CALIFORNIA,Newport Beach,75645,,2,8,19,75,,487,1624,134,19,2349,2368
2000,CALIFORNIA,Norco,27125,,1,2,16,62,,190,407,131,1,809,810
2000,CALIFORNIA,Norwalk,100480,,3,25,201,422,,484,1197,758,25,3090,3115
2000,CALIFORNIA,Novato,50052,,1,13,16,125,,279,818,89,8,1341,1349
2000,CALIFORNIA,Oakdale,15712,,1,10,15,67,,255,537,53,9,938,947
2000,CALIFORNIA,Oakland,373215,,80,320,1929,2709,,3506,11652,4864,290,25060,25350
2000,CALIFORNIA,Oceanside,159969,,3,85,186,577,,1140,3293,569,25,5853,5878
2000,CALIFORNIA,Ontario,151931,,15,68,318,725,,1124,3907,1496,99,7653,7752
2000,CALIFORNIA,Orange,128441,,2,17,83,232,,512,2077,426,65,3349,3414
2000,CALIFORNIA,Orinda,20193,,,4,5,5,,68,137,16,2,235,237
2000,CALIFORNIA,Oroville,12681,,1,,27,9,,287,495,110,,929,929
2000,CALIFORNIA,Oxnard,159800,,9,60,375,420,,924,3417,456,41,5661,5702
2000,CALIFORNIA,Pacifica,41624,,1,6,18,84,,110,412,69,4,700,704
2000,CALIFORNIA,Pacific Grove,16519,,,6,3,38,,74,173,12,1,306,307
2000,CALIFORNIA,Palmdale,113711,,6,39,179,757,,928,1982,501,38,4392,4430
2000,CALIFORNIA,Palm Desert,38171,,,12,33,121,,388,1139,144,3,1837,1840
2000,CALIFORNIA,Palm Springs,45192,,2,25,114,317,,705,1718,357,27,3238,3265
2000,CALIFORNIA,Palo Alto,60133,,1,6,46,40,,223,1503,86,10,1905,1915
2000,CALIFORNIA,Palos Verdes Estates,14379,,,1,5,3,,52,81,7,,149,149
2000,CALIFORNIA,Paradise,26379,,,4,10,95,,211,627,34,9,981,990
2000,CALIFORNIA,Paramount,52964,,8,13,181,290,,447,1067,586,26,2592,2618
2000,CALIFORNIA,Parlier,10681,,,,28,83,,105,263,76,10,555,565
2000,CALIFORNIA,Pasadena,138672,,4,28,311,389,,1026,3388,491,59,5637,5696
2000,CALIFORNIA,Paso Robles,22466,,1,1,10,46,,154,617,48,3,877,880
2000,CALIFORNIA,Patterson,10878,,,2,6,24,,51,216,32,1,331,332
2000,CALIFORNIA,Perris,34669,,5,10,99,277,,514,638,409,6,1952,1958
2000,CALIFORNIA,Petaluma,53956,,1,8,16,58,,182,1089,72,15,1426,1441
2000,CALIFORNIA,Pico Rivera,62846,,11,21,96,277,,241,620,297,24,1563,1587
2000,CALIFORNIA,Piedmont,11231,,,,2,1,,51,100,21,1,175,176
2000,CALIFORNIA,Pinole,19763,,3,7,62,81,,220,738,238,13,1349,1362
2000,CALIFORNIA,Pittsburg,55029,,4,20,87,145,,330,1345,348,4,2279,2283
2000,CALIFORNIA,Placentia,49057,,1,1,27,102,,179,508,107,8,925,933
2000,CALIFORNIA,Placerville,10291,,,7,5,59,,81,176,34,5,362,367
2000,CALIFORNIA,Pleasant Hill,34436,,,11,37,92,,250,942,114,10,1446,1456
2000,CALIFORNIA,Pleasanton,67939,,1,8,27,47,,180,1147,99,5,1509,1514
2000,CALIFORNIA,Pomona,140646,,23,33,343,976,,892,2464,1131,45,5862,5907
2000,CALIFORNIA,Porterville,37218,,,7,35,132,,412,976,199,2,1761,1763
2000,CALIFORNIA,Port Hueneme,21542,,1,6,31,27,,200,253,48,2,566,568
2000,CALIFORNIA,Poway,51173,,1,9,13,78,,201,462,80,8,844,852
2000,CALIFORNIA,Rancho Cucamonga,126436,,6,14,115,122,,813,1982,457,25,3509,3534
2000,CALIFORNIA,Rancho Mirage,12017,,,1,3,22,,113,261,33,,433,433
2000,CALIFORNIA,Rancho Palos Verdes,44305,,4,2,11,58,,143,227,43,2,488,490
2000,CALIFORNIA,Red Bluff,13699,,2,5,8,123,,124,432,29,5,723,728
2000,CALIFORNIA,Redding,81490,,2,83,53,242,,570,1810,280,21,3040,3061
2000,CALIFORNIA,Redlands,69824,,1,16,64,263,,402,1256,288,11,2290,2301
2000,CALIFORNIA,Redondo Beach,66224,,1,12,79,114,,419,1211,235,1,2071,2072
2000,CALIFORNIA,Redwood City,75994,,1,19,50,127,,234,1516,146,17,2093,2110
2000,CALIFORNIA,Reedley,19800,,,5,20,127,,122,594,85,9,953,962
2000,CALIFORNIA,Rialto,87309,,7,29,196,422,,625,1413,774,42,3466,3508
2000,CALIFORNIA,Richmond4,96163,,29,37,400,734,,1248,3496,,93,,
2000,CALIFORNIA,Ridgecrest,30971,,,9,6,106,,136,317,38,16,612,628
2000,CALIFORNIA,Ripon,10258,,,,1,19,,56,149,21,1,246,247
2000,CALIFORNIA,Riverbank,15506,,1,3,10,42,,116,409,38,10,619,629
2000,CALIFORNIA,Riverside,271545,,17,86,611,1292,,2122,6250,1850,252,12228,12480
2000,CALIFORNIA,Rocklin,34955,,,4,7,22,,159,456,64,1,712,713
2000,CALIFORNIA,Rohnert Park,41983,,2,18,22,32,,521,745,91,18,1431,1449
2000,CALIFORNIA,Rosemead,55005,,3,14,110,247,,352,568,310,7,1604,1611
2000,CALIFORNIA,Roseville,78737,,1,10,46,177,,513,1991,344,11,3082,3093
2000,CALIFORNIA,Sacramento,415818,,39,147,1412,1519,,4661,14690,4870,367,27338,27705
2000,CALIFORNIA,Salinas,126316,,18,62,448,734,,808,3760,627,63,6457,6520
2000,CALIFORNIA,San Anselmo,11593,,,1,2,14,,48,133,9,,207,207
2000,CALIFORNIA,San Bernardino,193065,,32,99,663,1310,,2201,5599,1966,134,11870,12004
2000,CALIFORNIA,San Bruno,41207,,,7,29,45,,66,694,143,3,984,987
2000,CALIFORNIA,San Carlos,28465,,,2,10,31,,67,370,53,,533,533
2000,CALIFORNIA,San Clemente,48573,,,8,20,74,,177,487,59,3,825,828
2000,CALIFORNIA,San Diego,1266132,,54,349,1777,4980,,6717,23015,9467,204,46359,46563
2000,CALIFORNIA,San Dimas,35903,,,5,29,101,,158,377,72,3,742,745
2000,CALIFORNIA,San Fernando,23514,,1,4,60,54,,102,395,204,8,820,828
2000,CALIFORNIA,San Francisco,763146,,59,229,3456,2755,,5695,24417,5563,307,42174,42481
2000,CALIFORNIA,San Gabriel,38602,,,5,67,108,,176,446,135,8,937,945
2000,CALIFORNIA,Sanger,18654,,1,4,30,159,,121,428,71,6,814,820
2000,CALIFORNIA,San Jacinto,25548,,1,8,13,66,,230,102,116,,536,536
2000,CALIFORNIA,San Jose,888632,,19,337,677,3895,,2670,12595,2615,388,22808,23196
2000,CALIFORNIA,San Juan Capistrano,32449,,1,2,11,40,,89,371,53,1,567,568
2000,CALIFORNIA,San Leandro,76730,,5,13,162,320,,565,2231,652,17,3948,3965
2000,CALIFORNIA,San Luis Obispo,43831,,,17,25,92,,342,1480,126,89,2082,2171
2000,CALIFORNIA,San Marcos,52890,,,13,43,150,,365,664,211,10,1446,1456
2000,CALIFORNIA,San Marino,13376,,,,3,1,,35,62,7,1,108,109
2000,CALIFORNIA,San Mateo,93811,,,17,82,244,,265,1658,228,19,2494,2513
2000,CALIFORNIA,San Pablo,27554,,3,9,133,321,,565,727,483,21,2241,2262
2000,CALIFORNIA,San Rafael,52165,,,19,52,181,,283,1080,220,12,1835,1847
2000,CALIFORNIA,San Ramon,46933,,1,12,21,53,,159,696,56,13,998,1011
2000,CALIFORNIA,Santa Ana,316070,,17,86,889,837,,1247,5324,2052,256,10452,10708
2000,CALIFORNIA,Santa Barbara,88181,,3,37,58,358,,497,1929,109,15,2991,3006
2000,CALIFORNIA,Santa Clara,102241,,,6,33,253,,514,2035,280,54,3121,3175
2000,CALIFORNIA,Santa Clarita,136822,,,25,83,227,,595,1501,250,60,2681,2741
2000,CALIFORNIA,Santa Cruz,54684,,3,48,72,421,,400,1823,197,10,2964,2974
2000,CALIFORNIA,Santa Fe Springs,15970,,4,2,83,67,,232,720,293,,1401,1401
2000,CALIFORNIA,Santa Maria,70512,,3,23,57,227,,409,1609,168,19,2496,2515
2000,CALIFORNIA,Santa Monica,93081,,2,31,266,343,,603,2962,481,58,4688,4746
2000,CALIFORNIA,Santa Paula,27441,,3,2,37,63,,279,307,53,8,744,752
2000,CALIFORNIA,Santa Rosa,139899,,2,71,129,344,,823,3505,415,51,5289,5340
2000,CALIFORNIA,Santee,59184,,1,9,33,125,,243,712,191,5,1314,1319
2000,CALIFORNIA,Saratoga,30452,,1,5,4,32,,83,198,17,,340,340
2000,CALIFORNIA,Scotts Valley,10651,,,2,4,38,,67,252,8,,371,371
2000,CALIFORNIA,Seal Beach,26904,,1,1,9,33,,105,243,50,2,442,444
2000,CALIFORNIA,Seaside,29027,,1,17,65,172,,129,466,55,9,905,914
2000,CALIFORNIA,Selma,18053,,1,5,32,126,,133,689,163,8,1149,1157
2000,CALIFORNIA,Shafter,11761,,,2,2,47,,118,281,40,39,490,529
2000,CALIFORNIA,Sierra Madre,11324,,,,3,2,,37,70,4,,116,116
2000,CALIFORNIA,Simi Valley,116751,,1,13,45,75,,389,1036,124,21,1683,1704
2000,CALIFORNIA,Solana Beach,14116,,,,9,15,,75,122,33,,254,254
2000,CALIFORNIA,Soledad,22949,,,,5,30,,54,89,14,1,192,193
2000,CALIFORNIA,South El Monte,21929,,2,5,48,113,,109,215,150,9,642,651
2000,CALIFORNIA,South Gate,90906,,6,20,317,444,,646,745,977,25,3155,3180
2000,CALIFORNIA,South Lake Tahoe4,24119,,1,13,15,,,172,575,113,5,,
2000,CALIFORNIA,South Pasadena,24724,,,3,25,13,,123,333,102,1,599,600
2000,CALIFORNIA,South San Francisco,60354,,1,8,56,87,,202,1120,241,13,1715,1728
2000,CALIFORNIA,Stanton,33905,,1,5,64,77,,179,513,181,9,1020,1029
2000,CALIFORNIA,Stockton,250391,,30,114,1049,1779,,2500,9259,2118,142,16849,16991
2000,CALIFORNIA,Suisun City,27768,,2,6,26,33,,111,317,90,20,585,605
2000,CALIFORNIA,Sunnyvale,130115,,1,17,43,130,,308,1952,187,25,2638,2663
2000,CALIFORNIA,Susanville,17047,,,6,7,33,,45,192,8,2,291,293
2000,CALIFORNIA,Temecula,47962,,,11,27,168,,495,1029,184,11,1914,1925
2000,CALIFORNIA,Temple City,33032,,,3,31,61,,142,256,61,3,554,557
2000,CALIFORNIA,Thousand Oaks,121805,,3,23,37,120,,326,1286,145,24,1940,1964
2000,CALIFORNIA,Torrance,142046,,2,14,175,274,,686,2519,676,30,4346,4376
2000,CALIFORNIA,Tracy,53100,,,8,41,73,,294,1368,170,12,1954,1966
2000,CALIFORNIA,Tulare,42856,,2,12,68,299,,858,885,301,58,2425,2483
2000,CALIFORNIA,Turlock,53578,,1,17,53,226,,616,1795,437,55,3145,3200
2000,CALIFORNIA,Tustin,65609,,1,14,49,164,,291,1379,231,2,2129,2131
2000,CALIFORNIA,Twentynine Palms,14596,,,5,3,56,,159,232,25,12,480,492
2000,CALIFORNIA,Twin Cities,20356,,,1,8,2,,145,308,39,,503,503
2000,CALIFORNIA,Ukiah,15146,,3,4,8,52,,163,351,28,9,609,618
2000,CALIFORNIA,Union City,67459,,2,10,74,256,,383,1337,306,28,2368,2396
2000,CALIFORNIA,Upland,69521,,3,13,108,182,,681,1514,292,33,2793,2826
2000,CALIFORNIA,Vacaville,88486,,4,22,60,261,,301,1396,212,22,2256,2278
2000,CALIFORNIA,Vallejo,116707,,12,60,431,794,,1141,3629,1003,67,7070,7137
2000,CALIFORNIA,Ventura,102347,,3,18,92,230,,646,2164,196,24,3349,3373
2000,CALIFORNIA,Victorville,71929,,5,21,135,170,,681,1858,540,13,3410,3423
2000,CALIFORNIA,Visalia,93773,,5,51,102,619,,880,2863,496,24,5016,5040
2000,CALIFORNIA,Vista,83898,,6,34,104,208,,537,1420,352,11,2661,2672
